video,true_label,frame_idx,frame_width,frame_height,detected,n_detections,multiple_detections,det_conf,bbox_area_ratio,x1,y1,x2,y2,stage1_latency_ms,iou_with_prev_detected_pair,iou_with_prev_zero_missing,worker_gpu_name,ultralytics_version
A.MOV,A,17,1920,1080,True,1,False,0.8376739025115967,0.0486380710583295,881.8623046875,220.12744140625,1147.544921875,599.7379150390625,14.197462999959498,0.9767911703902,0.9767911703902,Tesla T4,8.4.138
A.MOV,A,18,1920,1080,True,1,False,0.8366828560829163,0.049049733938521,882.4686279296875,217.06887817382807,1149.39208984375,598.1126708984375,14.020765999930518,0.9787479336517632,0.9787479336517632,Tesla T4,8.4.138
A.MOV,A,19,1920,1080,True,1,False,0.832507848739624,0.0487229828871204,884.8492431640625,215.8602905273437,1151.09521484375,595.328857421875,14.262819000009586,0.9745843813067409,0.9745843813067409,Tesla T4,8.4.138
A.MOV,A,20,1920,1080,True,1,False,0.834333598613739,0.0478202341512735,888.2911376953125,217.23825073242188,1151.50830078125,593.9615478515625,14.504838999982894,0.9784244507348568,0.9784244507348568,Tesla T4,8.4.138
A.MOV,A,21,1920,1080,True,1,False,0.8433956503868103,0.0462080902285298,894.2308959960938,226.70001220703125,1150.97509765625,599.900634765625,14.23502800003007,0.9365088886032542,0.9365088886032542,Tesla T4,8.4.138
A.MOV,A,22,1920,1080,True,1,False,0.8410558700561523,0.045149922412159,892.0064697265625,235.71109008789065,1147.8404541015625,601.6627807617188,14.342306000003193,0.951419736837491,0.951419736837491,Tesla T4,8.4.138
A.MOV,A,23,1920,1080,True,1,False,0.8493549823760986,0.0466178034636605,871.8226318359375,243.2161865234375,1135.98046875,609.1590576171875,13.942770999960883,0.850383397442898,0.850383397442898,Tesla T4,8.4.138
A.MOV,A,24,1920,1080,True,1,False,0.8423946499824524,0.0478993363941279,841.7122192382812,255.03890991210932,1107.6932373046875,628.4642944335938,14.000928999962523,0.7426943688053337,0.7426943688053337,Tesla T4,8.4.138
A.MOV,A,25,1920,1080,True,1,False,0.8368263840675354,0.0493010082638647,807.4791870117188,267.23712158203125,1076.92138671875,646.6527099609375,14.040380999972513,0.7287369264069781,0.7287369264069781,Tesla T4,8.4.138
A.MOV,A,26,1920,1080,True,1,False,0.8522871136665344,0.0507212998736509,776.4827270507812,276.2777099609375,1050.074951171875,660.7026977539062,13.940348999994969,0.7643360067215417,0.7643360067215417,Tesla T4,8.4.138
A.MOV,A,27,1920,1080,True,1,False,0.8435148000717163,0.0502821460395352,763.7779541015625,281.2737121582031,1031.4708251953125,670.768798828125,14.0104470000324,0.8585422704983913,0.8585422704983913,Tesla T4,8.4.138
A.MOV,A,28,1920,1080,True,1,False,0.8410752415657043,0.0513818628657706,750.254150390625,283.87628173828125,1023.5505981445312,673.729248046875,14.139451000005463,0.9111356647855484,0.9111356647855484,Tesla T4,8.4.138
A.MOV,A,29,1920,1080,True,1,False,0.8385096192359924,0.0521843410658443,749.2529296875,281.2305908203125,1024.070068359375,674.9813232421875,14.012523000019428,0.9846222413911264,0.9846222413911264,Tesla T4,8.4.138
A.MOV,A,30,1920,1080,True,1,False,0.8402884602546692,0.052046025700353,749.04248046875,278.98681640625,1023.9420776367188,671.5761108398438,14.238675999990846,0.9845307453945512,0.9845307453945512,Tesla T4,8.4.138
A.MOV,A,31,1920,1080,True,1,False,0.8447870016098022,0.0507871401226482,753.3731689453125,277.9360656738281,1022.5693359375,669.14599609375,13.98914000003515,0.9706471356597356,0.9706471356597356,Tesla T4,8.4.138
A.MOV,A,32,1920,1080,True,1,False,0.8410650491714478,0.0523989413537438,748.8265380859375,270.85870361328125,1027.3526611328125,660.9637451171875,14.036094000061894,0.930112785260077,0.930112785260077,Tesla T4,8.4.138
A.MOV,A,33,1920,1080,True,1,False,0.8418156504631042,0.0513821347898003,765.5287475585938,267.86798095703125,1043.408203125,651.293212890625,14.112737000004929,0.8616987698574254,0.8616987698574254,Tesla T4,8.4.138
A.MOV,A,34,1920,1080,True,1,False,0.824988067150116,0.0496858625218953,806.67236328125,255.33457946777344,1078.91943359375,633.7724609375,13.885663999985807,0.7045251679373329,0.7045251679373329,Tesla T4,8.4.138
A.MOV,A,35,1920,1080,True,1,False,0.8486977219581604,0.0487434964409656,865.6961059570312,232.05154418945312,1135.808837890625,606.245361328125,13.993137999932516,0.578758726411745,0.578758726411745,Tesla T4,8.4.138
A.MOV,A,36,1920,1080,True,1,False,0.8489809036254883,0.0474192948870714,934.5736083984376,219.39483642578125,1202.0284423828125,587.0406494140625,13.854974999958358,0.558240779032778,0.558240779032778,Tesla T4,8.4.138
A.MOV,A,37,1920,1080,True,1,False,0.8429917097091675,0.0495865425534106,974.8212890625,207.466064453125,1254.7371826171875,574.8001708984375,13.9572020000287,0.6706825982679268,0.6706825982679268,Tesla T4,8.4.138
A.MOV,A,38,1920,1080,True,1,False,0.8394001722335815,0.0483009973896346,1004.6934814453124,203.6869354248047,1279.8314208984375,567.71142578125,13.970519000054082,0.7978305886842965,0.7978305886842965,Tesla T4,8.4.138
A.MOV,A,39,1920,1080,True,1,False,0.8318270444869995,0.0469651646409895,1023.9248046875,201.70687866210932,1288.797119140625,569.3820190429688,14.0070969999897,0.8924071594362494,0.8924071594362494,Tesla T4,8.4.138
A.MOV,A,40,1920,1080,True,1,False,0.8290367722511292,0.0468755919629234,1022.9738159179688,203.1879272460937,1287.76806640625,570.27001953125,13.887522999993962,0.9861947446344572,0.9861947446344572,Tesla T4,8.4.138
A.MOV,A,41,1920,1080,True,1,False,0.8408617377281189,0.0470030286274737,1010.2304077148438,206.4461975097656,1277.44775390625,571.1885375976562,13.963716000034765,0.9069449006932362,0.9069449006932362,Tesla T4,8.4.138
A.MOV,A,42,1920,1080,True,1,False,0.8272818326950073,0.0471153184999517,999.7254638671876,211.37448120117188,1264.9317626953125,579.7606201171875,13.950170000043729,0.8853004158399727,0.8853004158399727,Tesla T4,8.4.138
A.MOV,A,43,1920,1080,True,1,False,0.836277961730957,0.0469576639748993,982.88232421875,220.8824615478516,1248.0703125,588.061279296875,14.284270000075594,0.8412498900445091,0.8412498900445091,Tesla T4,8.4.138
A.MOV,A,44,1920,1080,True,1,False,0.855485200881958,0.0481433949999457,957.2133178710938,226.08338928222656,1224.1201171875,600.109619140625,14.00071900002331,0.7947187306044435,0.7947187306044435,Tesla T4,8.4.138
A.MOV,A,45,1920,1080,True,1,False,0.8316215872764587,0.0482318169776246,932.870361328125,233.57785034179688,1203.907470703125,602.580810546875,14.1731209999989,0.8263504366424872,0.8263504366424872,Tesla T4,8.4.138
A.MOV,A,46,1920,1080,True,1,False,0.8332952260971069,0.0467586305733776,924.1124267578124,235.999740600586,1186.0198974609375,606.2018432617188,13.992311000038171,0.8908296216381691,0.8908296216381691,Tesla T4,8.4.138
A.MOV,A,47,1920,1080,True,1,False,0.8393722176551819,0.049549423642478,906.9129638671876,236.51531982421875,1183.8878173828125,607.4720458984375,13.875300999984574,0.9263669464419706,0.9263669464419706,Tesla T4,8.4.138
A.MOV,A,48,1920,1080,True,1,False,0.844046950340271,0.0470377058815139,899.5442504882812,240.1810302734375,1164.0361328125,608.9537353515625,13.943111000003228,0.892247009383222,0.892247009383222,Tesla T4,8.4.138
A.MOV,A,49,1920,1080,True,1,False,0.8428782224655151,0.0452840238628975,884.3182983398438,238.9002227783203,1141.847412109375,603.5228881835938,14.026105999960237,0.8514443182628364,0.8514443182628364,Tesla T4,8.4.138
A.MOV,A,50,1920,1080,True,1,False,0.8502943515777588,0.0486794423304286,846.6923217773438,243.07357788085932,1118.563232421875,614.3589477539062,14.175212000054673,0.7647316594380865,0.7647316594380865,Tesla T4,8.4.138
A.MOV,A,51,1920,1080,True,1,False,0.8404938578605652,0.052909887547678,804.626953125,237.96435546875,1094.9805908203125,615.8275146484375,14.125237999905949,0.7781373516061855,0.7781373516061855,Tesla T4,8.4.138
A.MOV,A,52,1920,1080,True,1,False,0.8424585461616516,0.049990904503634,785.7991333007812,243.6210021972656,1056.103759765625,627.1184692382812,13.932361000001949,0.7814841221713928,0.7814841221713928,Tesla T4,8.4.138
A.MOV,A,53,1920,1080,True,1,False,0.8360899686813354,0.0502445358934126,769.9601440429688,254.6198272705078,1037.704345703125,643.7489624023438,14.834250999911092,0.823008270972515,0.823008270972515,Tesla T4,8.4.138
A.MOV,A,54,1920,1080,True,1,False,0.8433908224105835,0.049231463517259,769.2529907226562,260.3339538574219,1034.20947265625,645.6287841796875,13.94489300002988,0.9653273208921482,0.9653273208921482,Tesla T4,8.4.138
A.MOV,A,55,1920,1080,True,1,False,0.8397194743156433,0.0501797133023501,769.75537109375,264.5569152832031,1040.170654296875,649.3452758789062,14.190776000077676,0.9564649932044368,0.9564649932044368,Tesla T4,8.4.138
A.MOV,A,56,1920,1080,True,1,False,0.8456146121025085,0.0493654330031508,775.9705810546875,264.4698791503906,1043.443359375,647.1785888671875,14.108672000020306,0.959749911456253,0.959749911456253,Tesla T4,8.4.138
A.MOV,A,57,1920,1080,True,1,False,0.8410488963127136,0.0498488020240314,773.9983520507812,262.23486328125,1043.165283203125,646.258544921875,14.020995999999286,0.9835437620451938,0.9835437620451938,Tesla T4,8.4.138
A.MOV,A,58,1920,1080,True,1,False,0.8364452123641968,0.0500485833737723,771.1356811523438,258.44549560546875,1040.46923828125,643.7697143554688,14.095849000000271,0.9638662847545416,0.9638662847545416,Tesla T4,8.4.138
A.MOV,A,59,1920,1080,True,1,False,0.8401142358779907,0.0496315651009111,769.7444458007812,257.17657470703125,1037.210693359375,641.9578857421875,13.885626000046614,0.9750546010072484,0.9750546010072484,Tesla T4,8.4.138
A.MOV,A,60,1920,1080,True,1,False,0.8365861177444458,0.050447346064861,767.5087280273438,254.00445556640625,1037.58642578125,641.32861328125,14.013151999961336,0.9806422928147632,0.9806422928147632,Tesla T4,8.4.138
A.MOV,A,61,1920,1080,True,1,False,0.835372805595398,0.04979842127359,769.1107177734375,256.1077880859375,1037.553955078125,640.777587890625,14.40493199993398,0.9871365920729178,0.9871365920729178,Tesla T4,8.4.138
A.MOV,A,62,1920,1080,True,1,False,0.8377372026443481,0.0490445152048077,772.07080078125,256.96990966796875,1039.7596435546875,636.8837890625,13.853365000045414,0.9688833463982494,0.9688833463982494,Tesla T4,8.4.138
A.MOV,A,63,1920,1080,True,1,False,0.8389054536819458,0.0493529044607962,773.3014526367188,251.40463256835932,1041.972900390625,632.3092041015625,13.912141999981031,0.9614280818940606,0.9614280818940606,Tesla T4,8.4.138
A.MOV,A,64,1920,1080,True,1,False,0.8387141823768616,0.0493035998964613,774.2833251953125,251.11871337890625,1040.056396484375,635.7925415039062,13.911487999962446,0.9796228684579368,0.9796228684579368,Tesla T4,8.4.138
A.MOV,A,65,1920,1080,True,1,False,0.835182249546051,0.0500255672022826,771.855224609375,249.0457763671875,1042.02197265625,633.0050048828125,13.94603799997185,0.9714878390979894,0.9714878390979894,Tesla T4,8.4.138
A.MOV,A,66,1920,1080,True,1,False,0.8481540083885193,0.0499354894949808,771.5079345703125,249.93463134765625,1043.555419921875,630.5528564453125,14.000087999988864,0.9845046567456794,0.9845046567456794,Tesla T4,8.4.138
A.MOV,A,67,1920,1080,True,1,False,0.8408259749412537,0.0499545474915363,774.0862426757812,248.62765502929688,1045.0177001953125,630.9595947265625,13.88387600002261,0.980852287599704,0.980852287599704,Tesla T4,8.4.138
A.MOV,A,68,1920,1080,True,1,False,0.8421170115470886,0.0503282640786113,775.6755981445312,246.8872985839844,1047.366455078125,631.0028686523438,14.03014200002417,0.9810394138983796,0.9810394138983796,Tesla T4,8.4.138
A.MOV,A,69,1920,1080,True,1,False,0.8474030494689941,0.0497676791606688,778.187255859375,246.9136657714844,1048.7032470703125,628.400390625,13.945225000043138,0.9791899302396154,0.9791899302396154,Tesla T4,8.4.138
A.MOV,A,70,1920,1080,True,1,False,0.851436197757721,0.0489233761379009,782.312255859375,245.78912353515625,1050.1513671875,624.552001953125,14.02482199989663,0.9668717660973564,0.9668717660973564,Tesla T4,8.4.138
A.MOV,A,71,1920,1080,True,1,False,0.8501957654953003,0.0489695757451247,782.4517822265625,243.3914794921875,1050.213134765625,622.6221313476562,14.05889099999058,0.9879080230762408,0.9879080230762408,Tesla T4,8.4.138
A.MOV,A,72,1920,1080,True,1,False,0.8421639204025269,0.0497967118328862,782.3871459960938,242.0132751464844,1051.735595703125,625.3771362304688,13.86189499999091,0.9833897448783908,0.9833897448783908,Tesla T4,8.4.138
A.MOV,A,73,1920,1080,True,1,False,0.8437490463256836,0.0499276820551856,782.4285278320312,241.0044708251953,1053.499267578125,622.9344482421875,14.227961000074174,0.9844633719501936,0.9844633719501936,Tesla T4,8.4.138
A.MOV,A,74,1920,1080,True,1,False,0.8375137448310852,0.0505926457255932,781.5025634765625,240.09982299804688,1055.4913330078125,622.9947509765625,13.902076000022134,0.9868565151936464,0.9868565151936464,Tesla T4,8.4.138
A.MOV,A,75,1920,1080,True,1,False,0.837328314781189,0.0506232128666387,783.9488525390625,240.3551788330078,1057.922607421875,623.50244140625,14.140223000026708,0.9804166780187256,0.9804166780187256,Tesla T4,8.4.138
A.MOV,A,76,1920,1080,True,1,False,0.8351206183433533,0.0505691070869,785.233154296875,241.10675048828125,1058.6810302734375,624.58056640625,13.875945999984651,0.987856328840394,0.987856328840394,Tesla T4,8.4.138
A.MOV,A,77,1920,1080,True,1,False,0.8381702303886414,0.0506488645131429,785.4314575195312,242.2032165527344,1059.543701171875,625.3509521484375,13.9775400000417,0.9913028363165574,0.9913028363165574,Tesla T4,8.4.138
A.MOV,A,78,1920,1080,True,1,False,0.8409819006919861,0.0499343610431844,787.2573852539062,245.2132873535156,1059.061767578125,626.163330078125,14.352863999988584,0.9817265758523772,0.9817265758523772,Tesla T4,8.4.138
A.MOV,A,79,1920,1080,True,1,False,0.8404877185821533,0.0496499179760414,787.7620239257812,246.09246826171875,1058.954833984375,625.7266845703125,14.136874000087118,0.9943036606216517,0.9943036606216517,Tesla T4,8.4.138
A.MOV,A,80,1920,1080,True,1,False,0.8394822478294373,0.0495094738237363,788.1002197265625,246.48287963867188,1058.35986328125,626.350341796875,14.042392999954243,0.9939070229400848,0.9939070229400848,Tesla T4,8.4.138
A.MOV,A,81,1920,1080,True,1,False,0.8442087173461914,0.0490511566464125,789.6500244140625,246.91749572753903,1059.3013916015625,624.117431640625,14.13646499997867,0.9838799480202016,0.9838799480202016,Tesla T4,8.4.138
A.MOV,A,82,1920,1080,True,1,False,0.8377991318702698,0.0501467682887991,787.6111450195312,246.1478576660156,1062.201171875,624.8372802734375,14.034136999953262,0.9781518993192756,0.9781518993192756,Tesla T4,8.4.138
A.MOV,A,83,1920,1080,True,1,False,0.8413898348808289,0.050127475935688,788.74853515625,246.5977478027344,1063.6141357421875,624.761962890625,14.181629999939103,0.9893926189899228,0.9893926189899228,Tesla T4,8.4.138
A.MOV,A,84,1920,1080,True,1,False,0.8385013937950134,0.0504018883702465,790.3282470703125,246.17628479003903,1064.4473876953125,627.4461059570312,14.06642299991745,0.9832195782117624,0.9832195782117624,Tesla T4,8.4.138
A.MOV,A,85,1920,1080,True,1,False,0.8348230719566345,0.0509783168340629,786.7919311523438,248.15451049804688,1064.556640625,628.7235107421875,14.037339000083191,0.9785430432342024,0.9785430432342024,Tesla T4,8.4.138
A.MOV,A,86,1920,1080,True,1,False,0.8302737474441528,0.0511302107193828,786.4141845703125,250.84603881835932,1064.44921875,632.1778564453125,13.883444999919448,0.9822924547559476,0.9822924547559476,Tesla T4,8.4.138
A.MOV,A,87,1920,1080,True,1,False,0.825110912322998,0.0509248347275974,786.182373046875,254.8604431152344,1064.0013427734375,634.9559326171875,13.984431000039876,0.9799368678041488,0.9799368678041488,Tesla T4,8.4.138
A.MOV,A,88,1920,1080,True,1,False,0.8301360607147217,0.0503494144727606,790.4075927734375,254.45394897460932,1064.5108642578125,635.348876953125,14.050770000039847,0.9809567745158588,0.9809567745158588,Tesla T4,8.4.138
A.MOV,A,89,1920,1080,True,1,False,0.830091118812561,0.0502341543629846,793.016845703125,255.0753173828125,1064.556640625,638.6859130859375,13.95142699993812,0.9801943182258916,0.9801943182258916,Tesla T4,8.4.138
A.MOV,A,90,1920,1080,True,1,False,0.8360767364501953,0.049411669902663,796.6556396484375,255.4697265625,1063.75146484375,639.0775146484375,13.952097000014874,0.9816371771878502,0.9816371771878502,Tesla T4,8.4.138
A.MOV,A,91,1920,1080,True,1,False,0.8323944211006165,0.0508276582915286,791.2816772460938,255.63723754882807,1064.876708984375,640.8643798828125,14.21948200004408,0.9713045471158436,0.9713045471158436,Tesla T4,8.4.138
A.MOV,A,92,1920,1080,True,1,False,0.8383693695068359,0.0495006908019638,796.3419189453125,255.91827392578125,1063.0234375,640.814208984375,14.005808999968394,0.9738928069053692,0.9738928069053692,Tesla T4,8.4.138
A.MOV,A,93,1920,1080,True,1,False,0.8362113237380981,0.0498298202968977,795.2026977539062,254.67950439453125,1064.58203125,638.2542724609375,14.01486700001442,0.9803109093751476,0.9803109093751476,Tesla T4,8.4.138
A.MOV,A,94,1920,1080,True,1,False,0.826775074005127,0.0516902932277415,788.7192993164062,251.44204711914065,1067.048828125,636.5430908203125,14.112083999975766,0.9555971157932158,0.9555971157932158,Tesla T4,8.4.138
A.MOV,A,95,1920,1080,True,1,False,0.8285393714904785,0.0510049923693252,791.6173095703125,247.9771423339844,1067.9556884765625,630.7106323242188,14.026803999968251,0.9629087270169088,0.9629087270169088,Tesla T4,8.4.138
A.MOV,A,96,1920,1080,True,1,False,0.8295400142669678,0.0511564424744574,794.1905517578125,244.04852294921875,1069.4837646484375,629.3758544921875,13.919334999968669,0.9719383935463896,0.9719383935463896,Tesla T4,8.4.138
A.MOV,A,97,1920,1080,True,1,False,0.8384724259376526,0.0506404575079661,794.6493530273438,241.82473754882807,1068.534423828125,625.2266235351562,14.428271000042514,0.9785534473030132,0.9785534473030132,Tesla T4,8.4.138
A.MOV,A,98,1920,1080,True,1,False,0.834413468837738,0.0518637214897395,792.03662109375,239.5623779296875,1071.748779296875,624.0455322265625,14.21992100006264,0.9704868551559392,0.9704868551559392,Tesla T4,8.4.138
A.MOV,A,99,1920,1080,True,1,False,0.833621084690094,0.0523652835724728,790.547607421875,238.51235961914065,1073.444580078125,622.3434448242188,14.14543999999296,0.981732857337072,0.981732857337072,Tesla T4,8.4.138
A.MOV,A,100,1920,1080,True,1,False,0.8386445045471191,0.0510299371686378,795.9691162109375,239.592041015625,1073.50439453125,620.861328125,13.994417000048998,0.974084789411302,0.974084789411302,Tesla T4,8.4.138
A.MOV,A,101,1920,1080,True,1,False,0.8321042060852051,0.0525177772048239,789.5203857421875,239.52392578125,1074.6287841796875,621.4869384765625,14.211241999987578,0.971669782778822,0.971669782778822,Tesla T4,8.4.138
A.MOV,A,102,1920,1080,True,1,False,0.8267722129821777,0.0527585786840005,790.4408569335938,238.95314025878903,1075.71630859375,622.4428100585938,14.02757699997892,0.9890434769811088,0.9890434769811088,Tesla T4,8.4.138
A.MOV,A,103,1920,1080,True,1,False,0.8256074786186218,0.0525025303452958,793.63427734375,239.65676879882807,1077.023193359375,623.8258056640625,15.904208999927503,0.9790075456396502,0.9790075456396502,Tesla T4,8.4.138
A.MOV,A,104,1920,1080,True,1,False,0.8213073015213013,0.0518101643017467,797.021484375,240.52313232421875,1077.101806640625,624.1043701171875,14.270366000005197,0.984840926349579,0.984840926349579,Tesla T4,8.4.138
A.MOV,A,105,1920,1080,True,1,False,0.8220548629760742,0.0499086509034289,805.738037109375,241.9644470214844,1077.3365478515625,623.0069580078125,14.057350000030056,0.9616652174352648,0.9616652174352648,Tesla T4,8.4.138
A.MOV,A,106,1920,1080,True,1,False,0.8395718336105347,0.0513902974648549,802.4022216796875,241.25564575195312,1081.15869140625,623.5352783203125,14.126619999956349,0.97116874907293,0.97116874907293,Tesla T4,8.4.138
A.MOV,A,107,1920,1080,True,1,False,0.8127062320709229,0.0515453170986869,803.7410888671875,242.0997009277344,1082.473388671875,625.5657348632812,14.044438000041737,0.9831515589835972,0.9831515589835972,Tesla T4,8.4.138
A.MOV,A,108,1920,1080,True,1,False,0.8104841113090515,0.0514053924867443,804.2347412109375,242.47299194335932,1082.9403076171875,624.9347534179688,14.088369000091916,0.993953977814739,0.993953977814739,Tesla T4,8.4.138
A.MOV,A,109,1920,1080,True,1,False,0.8100820779800415,0.0514285535443438,803.66455078125,242.69143676757807,1082.9490966796875,624.5322875976562,13.916562999952475,0.9963101795789964,0.9963101795789964,Tesla T4,8.4.138
A.MOV,A,110,1920,1080,True,1,False,0.8151971697807312,0.0508813718745246,805.3077392578125,244.936767578125,1084.064453125,623.4302978515625,14.150548999964483,0.9815163001260954,0.9815163001260954,Tesla T4,8.4.138
A.MOV,A,111,1920,1080,True,1,False,0.8229976892471313,0.0509782440134505,807.345947265625,244.226318359375,1085.2154541015625,624.6512451171875,13.949986999932662,0.983623476568804,0.983623476568804,Tesla T4,8.4.138
A.MOV,A,112,1920,1080,True,1,False,0.8290023803710938,0.0513996236395582,806.6348876953125,243.573974609375,1086.186767578125,624.8350830078125,14.043693999951756,0.991801892771382,0.991801892771382,Tesla T4,8.4.138
A.MOV,A,113,1920,1080,True,1,False,0.8271107077598572,0.05200459332302,805.8486328125,243.0687561035156,1087.655029296875,625.731201171875,14.040281000006871,0.9883669952055166,0.9883669952055166,Tesla T4,8.4.138
A.MOV,A,114,1920,1080,True,1,False,0.8254031538963318,0.0521352824384478,804.8931884765625,243.18704223632807,1087.1435546875,626.2077026367188,13.927362000003995,0.993271092242586,0.993271092242586,Tesla T4,8.4.138
A.MOV,A,115,1920,1080,True,1,False,0.8248729109764099,0.0514310585646308,806.825439453125,243.90802001953125,1086.2052001953125,625.6373291015625,13.95082999999886,0.98649237443667,0.98649237443667,Tesla T4,8.4.138
A.MOV,A,116,1920,1080,True,1,False,0.8144921064376831,0.0517429314576508,805.3361206054688,243.18539428710932,1082.16748046875,630.7648315429688,14.12251199997172,0.9657342230113724,0.9657342230113724,Tesla T4,8.4.138
A.MOV,A,117,1920,1080,True,1,False,0.8075501322746277,0.0528824861109347,797.3433837890625,241.75030517578125,1079.662353515625,630.166015625,14.107984000020224,0.9581794718417668,0.9581794718417668,Tesla T4,8.4.138
A.MOV,A,118,1920,1080,True,1,False,0.8215665817260742,0.0538287804374704,791.533447265625,238.93804931640625,1076.3056640625,630.898193359375,13.90392600001178,0.9595316128577606,0.9595316128577606,Tesla T4,8.4.138
A.MOV,A,119,1920,1080,True,1,False,0.8228214383125305,0.0538324062834573,789.0374755859375,239.6990203857422,1074.530517578125,630.6958618164062,13.854174000016428,0.982731819680019,0.982731819680019,Tesla T4,8.4.138
A.MOV,A,120,1920,1080,True,1,False,0.8324592709541321,0.0529311466988184,793.211181640625,240.3384704589844,1073.295654296875,632.2131958007812,14.042281000001822,0.9757360987314876,0.9757360987314876,Tesla T4,8.4.138
A.MOV,A,121,1920,1080,True,1,False,0.829336941242218,0.0541058355925714,786.3462524414062,240.0375366210937,1072.8167724609375,631.679443359375,13.994440000033135,0.9723663242900562,0.9723663242900562,Tesla T4,8.4.138
A.MOV,A,122,1920,1080,True,1,False,0.8257647752761841,0.055630573871927,779.5411376953125,238.77017211914065,1073.9080810546875,630.6469116210938,13.929160999964552,0.9675466203142428,0.9675466203142428,Tesla T4,8.4.138
A.MOV,A,123,1920,1080,True,1,False,0.8256045579910278,0.0560041026809927,779.5506591796875,237.2041931152344,1074.728759765625,630.6280517578125,13.896875999989788,0.9931710084260988,0.9931710084260988,Tesla T4,8.4.138
A.MOV,A,124,1920,1080,True,1,False,0.8272073268890381,0.0554753087045968,782.8192749023438,235.9803771972656,1074.6484375,630.1616821289062,14.029653000079634,0.9844549725423426,0.9844549725423426,Tesla T4,8.4.138
