video,frame_idx,true_label,stage1_detected,pred_label,pred_conf,correct_strict,pred_label_operational,correct_operational,operational_nothing_policy_applied,localization_failure,recognition_failure,stage1_latency_ms,roi_crop_ms,preprocess_ms,model_call_ms,postprocess_ms,component_sum_e2e_ms
A.MOV,14,A,True,A,0.9896625280380248,True,A,True,False,False,False,15.299986000002264,0.0066620000325201,0.7717180000099688,43.89896999998655,0.0195379999468059,59.996873999978106
A.MOV,15,A,True,A,0.9814606308937072,True,A,True,False,False,False,13.972996000006788,0.0072240000008605,0.7456330000650269,42.86573399997451,0.0196619999996983,57.61124900004688
A.MOV,16,A,True,A,0.98139488697052,True,A,True,False,False,False,14.170427999999902,0.0069120000034672,0.444503000039731,42.72839100008241,0.019357000041964,57.36959100016748
A.MOV,17,A,True,A,0.9892461895942688,True,A,True,False,False,False,14.130785000020296,0.0241129999949407,0.7793940000055954,43.76953799999228,0.0208370000791546,58.72466700009227
A.MOV,18,A,True,A,0.9906849265098572,True,A,True,False,False,False,14.422365000001491,0.0060700000403812,0.7581639999898471,43.71298000000934,0.0221069999497558,58.921685999990814
A.MOV,19,A,True,A,0.992088258266449,True,A,True,False,False,False,14.28898600002526,0.0148799999806215,0.7980569999972431,44.29644499998631,0.0212930000316191,59.41966100002105
A.MOV,20,A,True,A,0.9919597506523132,True,A,True,False,False,False,14.052356999997071,0.0085320000380306,0.8104219999722773,44.61639899989223,0.0207309999495919,59.5084409998492
A.MOV,21,A,True,A,0.9917448163032532,True,A,True,False,False,False,14.350505000010116,0.0099550001095849,0.4405219999625842,44.93175799996152,0.0251709999474769,59.75791099999128
A.MOV,22,A,True,A,0.9940630793571472,True,A,True,False,False,False,14.079447999989725,0.0074980000590585,0.4332070000145904,43.71502700007568,0.0213300000950766,58.25651000023413
A.MOV,23,A,True,A,0.956305742263794,True,A,True,False,False,False,14.526770999992776,0.007607999918946,0.4364569999779633,43.75963799998317,0.0201569999944695,58.750630999867326
A.MOV,24,A,True,nothing,0.9165377616882324,False,nothing,False,False,False,True,14.37599400000522,0.0064750000774438,0.4761669999879814,43.71244099991145,0.0213499999972555,58.59242699997935
A.MOV,25,A,True,nothing,0.9112312197685242,False,nothing,False,False,False,True,14.330749000009746,0.0082800000882343,0.5707949999305129,45.40523800005758,0.0194420000525497,60.33450400013862
A.MOV,26,A,True,A,0.5032018423080444,True,A,True,False,False,False,14.285774000001084,0.0074330000643385,0.4525020000301083,42.67262000007577,0.0257540000347944,57.44408300020609
A.MOV,27,A,True,A,0.8052237629890442,True,A,True,False,False,False,14.42969199999311,0.0081670000326994,0.5663010000489521,42.94586200001049,0.0189649999811081,57.96898700006636
A.MOV,28,A,True,A,0.8619218468666077,True,A,True,False,False,False,14.352408999997124,0.0065799999902083,0.5333719999498499,43.19078999992598,0.0200109999468622,58.10316199981003
A.MOV,29,A,True,A,0.8679353594779968,True,A,True,False,False,False,14.35804300001564,0.0080859999798121,0.4816220000520843,43.35007199995289,0.0215320000052088,58.21935500000564
A.MOV,30,A,True,A,0.9182258248329164,True,A,True,False,False,False,14.120252999987317,0.0078790000088702,0.4760179999721003,42.93498599997747,0.0220690000105605,57.56120499995632
A.MOV,31,A,True,A,0.9100568294525146,True,A,True,False,False,False,13.97682800001121,0.0078690000009373,0.4671729999472518,43.44133099993997,0.0196820000155639,57.91288299991493
A.MOV,32,A,True,A,0.9564537405967712,True,A,True,False,False,False,13.955295000016577,0.0076110000009066,0.4672979999895688,43.67026299996724,0.020769000002474,58.12123599997676
A.MOV,33,A,True,nothing,0.736365556716919,False,nothing,False,False,False,True,14.220359999995935,0.0067819999003404,0.4505670000298778,42.58352199997262,0.0213419999681718,57.28257299986694
A.MOV,34,A,True,nothing,0.996691107749939,False,nothing,False,False,False,True,14.092629000003852,0.0074760000643436,0.5074489999969956,43.2135459999472,0.0212780000765633,57.84237800008896
A.MOV,35,A,True,nothing,0.9966235160827636,False,nothing,False,False,False,True,14.271559000007985,0.00859399995079,0.7754140000315601,44.0342749999445,0.0206500000103915,59.110491999945225
A.MOV,36,A,True,nothing,0.9928910732269288,False,nothing,False,False,False,True,13.950584000014032,0.0079669999877296,0.4409559999203338,43.91426799998044,0.0207730000738592,58.3345479999764
A.MOV,37,A,True,A,0.8993925452232361,True,A,True,False,False,False,13.989836999996896,0.0094240000407808,0.7949910000206728,44.056508000039685,0.0421800000367511,58.89294000013479
A.MOV,38,A,True,A,0.9996101260185242,True,A,True,False,False,False,14.069365000011658,0.0081130000353368,0.8256520000031742,45.13859300004697,0.024299999950017,60.06602300004715
A.MOV,39,A,True,A,0.9999151229858398,True,A,True,False,False,False,14.201237999998284,0.1340100000106758,0.5500190000020666,45.89832200008459,0.0236150000318957,60.80720400012751
A.MOV,40,A,True,A,0.999879002571106,True,A,True,False,False,False,13.88012099999969,0.0079249999771491,0.452820000077736,46.01858599994557,0.0224169999682999,60.38186899996845
A.MOV,41,A,True,A,0.9998148083686828,True,A,True,False,False,False,13.94836400001509,0.0078440000379487,0.4826910000019779,45.57932799991704,0.0220599999920523,60.04028699996411
A.MOV,42,A,True,A,0.9995867609977722,True,A,True,False,False,False,13.986692999992556,0.0061510000932685,0.4179350000867998,43.18494400001782,0.0236700000186829,57.61939300020913
A.MOV,43,A,True,A,0.9985783100128174,True,A,True,False,False,False,14.040856999997686,0.0071350000325764,0.4575020000174845,44.92867399994793,0.0230380001084995,59.45720600010418
A.MOV,44,A,True,A,0.996599018573761,True,A,True,False,False,False,14.007644000002983,0.0070020000748627,0.8222940000450762,48.0891930000098,0.0236070000028121,62.949740000135535
A.MOV,45,A,True,A,0.998635709285736,True,A,True,False,False,False,14.039785000022675,0.0187279999863676,0.7580269999607481,42.49995899999704,0.0180680000312349,57.33456699999806
A.MOV,46,A,True,A,0.9988306164741516,True,A,True,False,False,False,14.01190300001076,0.0084380000089367,0.4313700000011522,42.62757599997258,0.0198069999441941,57.09909399993762
A.MOV,47,A,True,A,0.9994433522224426,True,A,True,False,False,False,13.990742000004277,0.0075839999453819,0.7630869999957213,43.189863000066,0.0211890001082792,57.972465000119655
A.MOV,48,A,True,A,0.9948063492774964,True,A,True,False,False,False,14.029274000023406,0.0086850000116101,0.4614980000496871,43.97862799999075,0.0212110001029941,58.49929600017845
A.MOV,49,A,True,A,0.9841209053993224,True,A,True,False,False,False,14.128112999998166,0.0069330000087575,0.4362629999832279,43.81970499991894,0.021105999962856,58.41211999987195
A.MOV,50,A,True,A,0.9374241232872008,True,A,True,False,False,False,14.260758000006035,0.006902999984959,0.7242010000254595,43.34058199992796,0.019866999991791,58.35231099993621
A.MOV,51,A,True,A,0.8342462778091431,True,A,True,False,False,False,14.066143999997394,0.0093130000777819,0.8297010000433147,44.38738099997863,0.0235400000292429,59.316079000126365
A.MOV,52,A,True,A,0.8941792249679565,True,A,True,False,False,False,14.095168000011428,0.0076699999453921,0.5458900000121503,43.58659800004716,0.0208000000156971,58.25612600003183
A.MOV,53,A,True,A,0.9750469923019408,True,A,True,False,False,False,14.026381999997284,0.0083730000142168,0.789287999964472,44.63439500000277,0.0233660000503732,59.48180400002912
A.MOV,54,A,True,A,0.9556829929351808,True,A,True,False,False,False,13.995485000009468,0.0190309999652527,0.7933560000310536,42.95060699996611,0.0195199999097894,57.77799899988168
A.MOV,55,A,True,A,0.9833936095237732,True,A,True,False,False,False,14.106100999981663,0.0072299999374081,0.7017810000888858,42.798157000106585,0.0195040000789958,57.63277300019354
A.MOV,56,A,True,A,0.9787477254867554,True,A,True,False,False,False,13.924948000010318,0.0060329999769237,0.737803999982134,41.88372399994478,0.0196610000102737,56.57216999992443
A.MOV,57,A,True,A,0.9853277802467346,True,A,True,False,False,False,13.979936999987784,0.0082340000062686,0.8311830000593545,43.529677000037736,0.0196690000393573,58.3687000001305
A.MOV,58,A,True,A,0.9770415425300598,True,A,True,False,False,False,14.181817999997293,0.0062979999029266,0.7775290000608948,42.6144990000239,0.0196539999706146,57.599797999955626
A.MOV,59,A,True,A,0.980854868888855,True,A,True,False,False,False,14.182247999997344,0.0068289999717308,0.7515870000815994,43.00763900005222,0.0201599999627433,57.96846300006564
A.MOV,60,A,True,A,0.978182315826416,True,A,True,False,False,False,14.36196800000289,0.0070559999585384,0.7908860000043205,45.00148099998569,0.019573999907152,60.18096499985859
A.MOV,61,A,True,A,0.9868430495262146,True,A,True,False,False,False,14.242358999979388,0.0065859999267559,0.8209029999761697,43.425276999983,0.0220759999365327,58.51720099980184
A.MOV,62,A,True,A,0.980435848236084,True,A,True,False,False,False,13.943437999984098,0.0069740000299134,0.7205910000038784,42.87839899996016,0.0225699999418793,57.57197199991992
A.MOV,63,A,True,A,0.98692387342453,True,A,True,False,False,False,14.090604000017493,0.0068589999955293,0.7568769999579672,42.796359000021766,0.0217280000924802,57.67242700008524
A.MOV,64,A,True,A,0.9744205474853516,True,A,True,False,False,False,13.942237999998495,0.0061619999769391,0.7374600000957798,42.45182800002567,0.018378000049779,57.156066000146666
A.MOV,65,A,True,A,0.9894503951072692,True,A,True,False,False,False,14.046654000026138,0.0069989999929021,0.5146240000613034,43.2728790000283,0.0189739999996163,57.860130000108256
A.MOV,66,A,True,A,0.993244469165802,True,A,True,False,False,False,14.33387299999822,0.0060280000298007,0.7597030000852101,43.028101000004426,0.0185650000048553,58.14627000012251
A.MOV,67,A,True,A,0.9926068782806396,True,A,True,False,False,False,14.01834399999302,0.0070719999030188,0.762863999966612,43.51697499998863,0.0213939999866852,58.32664899983797
A.MOV,68,A,True,A,0.9917287230491638,True,A,True,False,False,False,13.97672899997815,0.0080449999586562,0.757853999971303,44.409857000005104,0.0203659999442606,59.172850999857474
A.MOV,69,A,True,A,0.992460072040558,True,A,True,False,False,False,14.14442799998028,0.0078250000115076,0.8762620000197785,43.54326099996797,0.0202350000790829,58.59201100005862
A.MOV,70,A,True,A,0.9939362406730652,True,A,True,False,False,False,14.00009299999283,0.0079050000749703,0.7831730000589232,43.87312899996232,0.0199959999918064,58.68429600008085
A.MOV,71,A,True,A,0.992944061756134,True,A,True,False,False,False,14.003196000004436,0.0061389999927996,0.4804129999911311,42.86669700002221,0.0206660000685587,57.37711100007914
A.MOV,72,A,True,A,0.988968312740326,True,A,True,False,False,False,14.864504000001943,0.007456000048478,0.7950789999995322,43.52890600000592,0.0265459999582162,59.22249100001409
A.MOV,73,A,True,A,0.9939654469490052,True,A,True,False,False,False,15.906712000003154,0.0101339999218907,0.7962939999970331,43.21815699995568,0.0266949999740973,59.957991999851856
A.MOV,74,A,True,A,0.992716908454895,True,A,True,False,False,False,14.05501900001127,0.0070319999849743,0.7869519999985641,43.38535100009722,0.0201240000023972,58.25447800009442
A.MOV,75,A,True,A,0.9899550676345824,True,A,True,False,False,False,14.0185269999904,0.0090629999931479,0.5096080000157599,43.97967599993535,0.0210230000448063,58.537896999979466
A.MOV,76,A,True,A,0.9907613396644592,True,A,True,False,False,False,13.853087000001096,0.0080019999586511,0.5175470000722271,42.87446299997555,0.0215840000237221,57.274683000031246
A.MOV,77,A,True,A,0.9936769604682922,True,A,True,False,False,False,14.0278789999968,0.0089409999191047,0.5257359999859545,42.9942690000189,0.0213680000342719,57.57819299995504
A.MOV,78,A,True,A,0.9938388466835022,True,A,True,False,False,False,13.958652000013672,0.008298000011564,0.4614329999412803,44.2511909999439,0.0217399999655754,58.70131399987599
A.MOV,79,A,True,A,0.9947408437728882,True,A,True,False,False,False,13.995991000001595,0.0095410000540141,0.4712249999556661,44.535196999959226,0.0215899999602697,59.03354399993077
A.MOV,80,A,True,A,0.9924538731575012,True,A,True,False,False,False,13.93857300001855,0.0091300000804039,0.47673799997483,43.7044689999766,0.0211169999602134,58.1500270000106
A.MOV,81,A,True,A,0.992956519126892,True,A,True,False,False,False,14.104720000005956,0.0071780000325816,0.7987170000660626,44.54457700001058,0.0216579999232635,59.47685000003844
A.MOV,82,A,True,A,0.9939582347869872,True,A,True,False,False,False,14.068928999989794,0.0071540000590175,0.7738929999732136,43.20630500001244,0.0205079999204826,58.07678899995494
A.MOV,83,A,True,A,0.9929817914962769,True,A,True,False,False,False,13.980708999980608,0.0072919999638543,0.4607030000443046,45.9493509999902,0.020364999954836,60.4184199999338
A.MOV,84,A,True,A,0.9944102168083192,True,A,True,False,False,False,13.889198000015313,0.0069120000034672,0.7807639999555249,44.81949799992435,0.0200220000579065,59.51639399995656
A.MOV,85,A,True,A,0.994714081287384,True,A,True,False,False,False,14.10440600000129,0.0065270000959571,0.4765689999430833,42.96633199999178,0.0214269999787575,57.57526100001087
A.MOV,86,A,True,A,0.9932998418807985,True,A,True,False,False,False,13.975676000001158,0.0069300000404837,0.469781999981933,43.18904100000509,0.0208870000051319,57.6623160000338
A.MOV,87,A,True,A,0.9935410022735596,True,A,True,False,False,False,14.0062640000167,0.0074589999030649,0.7687680000572072,43.44851700000163,0.0205940000341797,58.25160200001278
A.MOV,88,A,True,A,0.9931961297988892,True,A,True,False,False,False,13.96488800000384,0.0067810000246026,0.8433299999524024,47.09703300000001,0.0197809999917808,61.93181299997264
A.MOV,89,A,True,A,0.9922192096710204,True,A,True,False,False,False,13.95907200000579,0.0105999999959749,0.5902679999962857,45.1752999999826,0.0191619999441172,59.75440199992477
A.MOV,90,A,True,A,0.9895755052566528,True,A,True,False,False,False,14.419126000007054,0.0071829999797046,0.7610030000932966,44.19762500003799,0.0193349999335623,59.404272000051606
A.MOV,91,A,True,A,0.993852972984314,True,A,True,False,False,False,14.233507000000143,0.0075859999242311,0.779161999957978,43.84502200002771,0.0196189999996931,58.88489599990976
A.MOV,92,A,True,A,0.9903692603111268,True,A,True,False,False,False,14.103038000001789,0.0056530000165366,0.4565630000570309,44.24455399998806,0.0211729999364251,58.83098099999984
A.MOV,93,A,True,A,0.9939870834350586,True,A,True,False,False,False,13.972064999990153,0.0064729999849078,0.7954349999863553,43.56570199990984,0.0243429999500222,58.36401799982127
A.MOV,94,A,True,A,0.9927721619606018,True,A,True,False,False,False,14.01400400001762,0.0074749999612322,0.4910650000056193,43.83555099991554,0.0207599999839658,58.36885499988398
A.MOV,95,A,True,A,0.994203507900238,True,A,True,False,False,False,13.986506999998484,0.0072529999215475,0.4813230000308977,43.81004700007907,0.0230089999604388,58.30813899999043
A.MOV,96,A,True,A,0.9930777549743652,True,A,True,False,False,False,14.034528999985696,0.0065579999954934,0.4806099999541402,43.43413099991267,0.0224230000185343,57.97825099986653
A.MOV,97,A,True,A,0.994115114212036,True,A,True,False,False,False,14.05412299999398,0.0068649999320768,0.4602330000125221,43.746071999976266,0.0236019999420022,58.290894999856846
A.MOV,98,A,True,A,0.9942891597747804,True,A,True,False,False,False,14.084702000019432,0.0073219999876528,0.4559029999882114,42.70605900001101,0.0240269999949305,57.27801300000124
A.MOV,99,A,True,A,0.9936827421188354,True,A,True,False,False,False,13.93696299999192,0.0070380000352088,0.4591379999965284,42.79062499995234,0.0214049999840426,57.21516899996004
A.MOV,100,A,True,A,0.9936071634292604,True,A,True,False,False,False,13.948510999995278,0.006703000053676,0.4793939999672147,44.80673700004445,0.0233150000212845,59.2646600000819
A.MOV,101,A,True,A,0.9940946698188782,True,A,True,False,False,False,14.436681999995926,0.0075890000061917,0.4564799999116076,43.188879000013,0.0219999999444553,58.111629999871184
A.MOV,102,A,True,A,0.9919946193695068,True,A,True,False,False,False,14.18450299999563,0.0067290000060893,0.4932950000693381,43.39469399997142,0.0225349999709578,58.10175600001344
A.MOV,103,A,True,A,0.9915906190872192,True,A,True,False,False,False,14.102432000015597,0.00705200000084,0.4973179999296917,43.44812099998308,0.0219750000951535,58.07689800002436
A.MOV,104,A,True,A,0.991158664226532,True,A,True,False,False,False,13.970923000016455,0.0253409999686482,0.4517899999427754,43.465148999985104,0.0218929999391548,57.93509599985214
A.MOV,105,A,True,A,0.9933239817619324,True,A,True,False,False,False,14.263470999992478,0.0060909999319846,0.4605950000495795,42.67078700002003,0.022532000002684,57.423475999996754
A.MOV,106,A,True,A,0.9921865463256836,True,A,True,False,False,False,14.386080000008404,0.0064249999240928,0.735050000002957,43.86994900005448,0.0181999999995241,59.015703999989455
A.MOV,107,A,True,A,0.9914174675941468,True,A,True,False,False,False,13.80692099999692,0.0062139999954524,0.80921500000386,43.16379800002324,0.0176029999465754,57.80375099996604
A.MOV,108,A,True,A,0.9905216693878174,True,A,True,False,False,False,13.813838999993775,0.0059720000535889,0.7390349999241153,44.333717999961664,0.0196849999838377,58.91224899991698
A.MOV,109,A,True,A,0.9938420057296752,True,A,True,False,False,False,14.151961999999685,0.0071539999453307,0.4952769999135853,43.06283699997948,0.0194169999758742,57.73664699981396
A.MOV,110,A,True,A,0.9952629804611206,True,A,True,False,False,False,14.153054000018985,0.0074399999903107,0.4558420000648766,43.48099300000285,0.0210179999839965,58.11834700006102
A.MOV,111,A,True,A,0.9937094449996948,True,A,True,False,False,False,13.839458999996168,0.0304919999507546,0.4475839999713571,43.64083200005098,0.0214320000395673,57.979799000008825
A.MOV,112,A,True,A,0.9945726990699768,True,A,True,False,False,False,14.154198999989376,0.0063080000245463,0.5058839999492193,42.86392799997429,0.0195829999256602,57.549901999863096
A.MOV,113,A,True,A,0.993672490119934,True,A,True,False,False,False,14.18023799999446,0.0074600000061764,0.4578680000122404,43.6241779999591,0.0196710000182065,58.289414999990186
A.MOV,114,A,True,A,0.99406498670578,True,A,True,False,False,False,14.116662000020597,0.0070959999902697,0.7335469999816269,43.37630599991371,0.0198319999071827,58.25344299981339
A.MOV,115,A,True,A,0.9921592473983764,True,A,True,False,False,False,14.076208000005863,0.0072389999559163,0.5148189999317765,43.62073499999042,0.0200339999310017,58.239034999814976
A.MOV,116,A,True,A,0.9861481189727784,True,A,True,False,False,False,14.196259000016198,0.0092049999693699,0.6188459999521001,47.22549300004175,0.0196029999415259,62.06940599992095
A.MOV,117,A,True,A,0.991434633731842,True,A,True,False,False,False,14.095702000020085,0.0074769999400814,0.4859739999574231,47.69949100000304,0.0229439999657188,62.31158799988634
A.MOV,118,A,True,A,0.9879798889160156,True,A,True,False,False,False,14.350267999986954,0.0086969999983921,0.9476160000758682,50.25976100000662,0.0220610000951637,65.588403000163
A.MOV,119,A,True,A,0.9881105422973632,True,A,True,False,False,False,14.187956999990092,0.0076160000617164,0.4677760000504349,43.74131999998099,0.0226250000423533,58.42729400012559
A.MOV,120,A,True,A,0.9880792498588562,True,A,True,False,False,False,14.399988999997504,0.0080279999110643,0.7531670000844315,43.29634999999144,0.0224189999471491,58.479952999931584
A.MOV,121,A,True,A,0.9907302260398864,True,A,True,False,False,False,14.785743999993883,0.0066850000166596,0.5262990000574064,44.009688000073766,0.0209149999363944,59.34933100007811
A.MOV,122,A,True,A,0.9909600019454956,True,A,True,False,False,False,14.151698999995688,0.0063920000457073,0.4779920000146376,43.2829110000057,0.0206640000897095,57.93965800015144
A.MOV,123,A,True,A,0.9928203225135804,True,A,True,False,False,False,14.16318299999375,0.0068129999135635,0.5126559999553137,43.6337479999338,0.0202439999839043,58.336643999780335
A.MOV,124,A,True,A,0.9912621974945068,True,A,True,False,False,False,14.14074100000562,0.006546999998136,0.5057439999518465,44.58548399998108,0.0216860000818996,59.26020200001858
A.MOV,125,A,True,A,0.9925280809402466,True,A,True,False,False,False,14.107905999992454,0.0073269999347758,0.52531899996211,44.03362999994442,0.0194780000128957,58.69365999984666
A.MOV,126,A,True,A,0.9897556900978088,True,A,True,False,False,False,14.58096999999725,0.008237999963967,0.77769699998953,44.60182800005441,0.0191830000630943,59.98791600006825
A.MOV,127,A,True,A,0.9926145076751708,True,A,True,False,False,False,15.260764999993626,0.0071749999506209,0.7561209999948915,43.45231699994656,0.0201970000262008,59.4965749999119
A.MOV,128,A,True,A,0.9900814890861512,True,A,True,False,False,False,14.216046999990796,0.0064360000351371,0.794014000007337,44.83943900004306,0.0189319999890358,59.87486800006536
A.MOV,129,A,True,A,0.9929404258728028,True,A,True,False,False,False,14.015882999984797,0.0055739999424986,0.783601999955863,44.33363199996165,0.0193329999547131,59.158023999799525
A.MOV,130,A,True,A,0.9895233511924744,True,A,True,False,False,False,14.100611000003482,0.0056340001037824,0.7912580000493108,44.40686600003119,0.0188609999440814,59.32323000013184
A.MOV,131,A,True,A,0.987631857395172,True,A,True,False,False,False,14.072462999990876,0.0057880000667864,0.7901779999883729,45.60694899998907,0.0190929999916988,60.494471000026806
A.MOV,132,A,True,A,0.9893997311592102,True,A,True,False,False,False,13.904515000007224,0.0054569999292652,0.7507410000471282,44.47414900005242,0.0336699999934353,59.16853200002947
B.MOV,0,B,True,nothing,0.5333113670349121,False,nothing,False,False,False,True,14.956157999989728,0.0092739999217883,1.0344209999857412,44.37225900005615,0.0239580000425121,60.39606999999592
B.MOV,1,B,True,nothing,0.5444163680076599,False,nothing,False,False,False,True,14.261004000019284,0.0070360000563596,0.8498949999875549,44.31897200004187,0.0257610000744534,59.46266800017952
B.MOV,2,B,True,nothing,0.5801356434822083,False,nothing,False,False,False,True,13.993687999999338,0.0067349999426369,0.8952729999691655,43.985304999978325,0.0233960000741717,58.90439699996364
B.MOV,3,B,True,nothing,0.6531446576118469,False,nothing,False,False,False,True,14.08167400001048,0.0062599999637313,0.8208880000211138,44.86491900001965,0.0224190000608359,59.796160000075815
B.MOV,4,B,True,nothing,0.70955890417099,False,nothing,False,False,False,True,14.365225999995346,0.0064079999901878,0.8417399999416375,43.88725600006183,0.0222969999867927,59.12292699997579
B.MOV,5,B,True,nothing,0.9075726866722108,False,nothing,False,False,False,True,14.067898999996942,0.0065740000536607,0.6523770000512741,44.25692999996045,0.0240260000055059,59.00780600006783
B.MOV,6,B,True,nothing,0.9481788277626038,False,nothing,False,False,False,True,13.86043200000131,0.027392999982112,0.880571000038799,44.52670599994235,0.0209009999707632,59.316002999935336
B.MOV,7,B,True,nothing,0.9251658916473388,False,nothing,False,False,False,True,14.0244179999911,0.0079959999084167,0.6010289999949237,44.20047499991142,0.0228850000212332,58.856802999827096
B.MOV,8,B,True,nothing,0.8549014925956726,False,nothing,False,False,False,True,14.037126999994598,0.0090600000248741,0.8509680000088338,44.3483719999449,0.0235699999393546,59.26909699991256
B.MOV,9,B,True,nothing,0.6123796701431274,False,nothing,False,False,False,True,14.274199999988468,0.0088980000327865,0.8553860000120039,45.082419999971535,0.0237599999763915,60.24466399998119
B.MOV,10,B,True,nothing,0.4992845058441162,False,nothing,False,False,False,True,14.003994000006514,0.0082159999692521,0.8615869999175629,45.20350900008907,0.0239849999843499,60.10129099996675
B.MOV,11,B,True,A,0.5147679448127747,False,A,False,False,False,True,14.030453999993142,0.0090130000671706,0.8856040000182475,46.25519699993674,0.0247030000082304,61.204971000023534
B.MOV,12,B,True,A,0.5602914690971375,False,A,False,False,False,True,13.942279999980656,0.0081970000564979,0.9204499999668768,43.5905740000635,0.0235950000160301,58.48509600008356
B.MOV,13,B,True,A,0.5803869962692261,False,A,False,False,False,True,13.993980999998712,0.0095569999984945,0.8775329999934911,43.68111600001612,0.0252689999342692,58.587455999941085
B.MOV,14,B,True,A,0.5914195775985718,False,A,False,False,False,True,14.018292999992354,0.0142159999541036,0.8294890000115629,43.44271000002209,0.0232090000054085,58.32791699998552
B.MOV,15,B,True,A,0.5583266615867615,False,A,False,False,False,True,13.899204000011878,0.007775999961268,0.8760440000514791,43.2888869999033,0.0242700000399054,58.09618099996783
B.MOV,16,B,True,A,0.5227329134941101,False,A,False,False,False,True,14.14607999998907,0.0073160000511052,0.8641580000130489,44.65614499997628,0.023102000000108,59.69680100002961
B.MOV,17,B,True,nothing,0.4468229711055755,False,nothing,False,False,False,True,14.09339600002113,0.0062190000562623,0.85189599997193,45.82570200000191,0.0240279999843551,60.80124100003559
B.MOV,18,B,True,nothing,0.478032112121582,False,nothing,False,False,False,True,14.0147259999992,0.0070600000299236,0.849918999961119,43.94821000005322,0.0254930000664899,58.84540800010996
B.MOV,19,B,True,nothing,0.6089614033699036,False,nothing,False,False,False,True,13.912235999981704,0.0088220000407091,0.9253719999833264,48.5499600000594,0.0275230000852388,63.42391300015038
B.MOV,20,B,True,nothing,0.569983959197998,False,nothing,False,False,False,True,14.108813999996528,0.0091050000037284,0.7894430000305874,43.14683900008731,0.0208899999734057,58.07509100009156
B.MOV,21,B,True,nothing,0.7291467189788818,False,nothing,False,False,False,True,14.263636000009685,0.0240989999156227,0.532363999923291,42.91115600005924,0.0205710000500403,57.75182599995787
B.MOV,22,B,True,nothing,0.6004613041877747,False,nothing,False,False,False,True,13.999595000001364,0.0065130000166391,0.5858410000882941,45.91344000004938,0.0217450000263852,60.52713400018206
B.MOV,23,B,True,nothing,0.623279869556427,False,nothing,False,False,False,True,13.964607000019669,0.0106370000594324,0.65046000008806,49.440835999917,0.0231609999445936,64.08970100002875
B.MOV,24,B,True,nothing,0.6967675685882568,False,nothing,False,False,False,True,14.678254000017432,0.0086860000010347,0.8402189999969778,43.57711799991648,0.0223779999259932,59.12665499985792
B.MOV,25,B,True,nothing,0.6613143682479858,False,nothing,False,False,False,True,13.992417000025624,0.0065240000139965,0.8490899999742396,42.80583500008106,0.0225779999709629,57.676444000065885
